latitude,longitude,depth,d13C,dataset,datasetName,Core,coreflag,speciesflag,speciesName,depthtop,depthbottom,adjdepthmean,age_calkaBP,d18O,Author,FileName,AdditionalNotes,RetrievalNb, sitename,variabledescription,citation,References,datadoi,DataSource,Date,Cruise
-50.87,5.71,3936,0.18667,8,C10,PS1764_2,0,0,unassigned,0,NaN,NaN,NaN,2.9833,"Mackensen, Andreas, Hubberten, Hans-Wolfgang, Bickert, Torsten, Fischer, Gerhard, FŸtterer, Dieter K (1993)",052605.txt,NaN,2,S_site_PS1764_2,"Cibicidoides spp., d13C [per mil PDB] (Cibicidoides spp. d13C) * PI: Mackensen, Andreas (URL: http://www.awi.de/People/show?amackens, eMail: andreas.mackensen@awi.de) * METHOD: Mass spectrometer Finnigan MAT 251 * COMMENT: live","Mackensen, Andreas, Hubberten, Hans-Wolfgang, Bickert, Torsten, Fischer, Gerhard, FŸtterer, Dieter K (1993): (Table 2) Stable carbon isotope ratios of bottom water and benthic foraminifera from surface sediment samples. doi:10.1594/PANGAEA.52605","Mackensen, Andreas, Hubberten, Hans-Wolfgang, Bickert, Torsten, Fischer, Gerhard, FŸtterer, Dieter K (1993): The d13C in benthic foraminiferal tests of Fontbotia wuellerstorfi (Schwager) relative to the d13C of dissolved inoganic carbon in Southern Ocean deep water: Implictions for glacial ocean circulation models. Paleoceanography, 8(5), 587-610, doi:10.1029/93PA01291",doi:10.1594/PANGAEA.52605,PANGAEA,NaN,NaN
-50.74,-3.21,2592,0.53,8,C10,PS2104_1,0,2,"Cib.w, wuellerstorfi, CW",0,NaN,NaN,NaN,2.72,"Mackensen, Andreas, Hubberten, Hans-Wolfgang, Bickert, Torsten, Fischer, Gerhard, FŸtterer, Dieter K (1993)",052605.txt,NaN,2,S_site_PS2104_1,"Cibicidoides cf. wuellerstorfi, d13C [per mil PDB] (C. cf. wuellerstorfi d13C) * PI: Mackensen, Andreas (URL: http://www.awi.de/People/show?amackens, eMail: andreas.mackensen@awi.de) * METHOD: Mass spectrometer Finnigan MAT 251 * COMMENT: dead","Mackensen, Andreas, Hubberten, Hans-Wolfgang, Bickert, Torsten, Fischer, Gerhard, FŸtterer, Dieter K (1993): (Table 2) Stable carbon isotope ratios of bottom water and benthic foraminifera from surface sediment samples. doi:10.1594/PANGAEA.52605","Mackensen, Andreas, Hubberten, Hans-Wolfgang, Bickert, Torsten, Fischer, Gerhard, FŸtterer, Dieter K (1993): The d13C in benthic foraminiferal tests of Fontbotia wuellerstorfi (Schwager) relative to the d13C of dissolved inoganic carbon in Southern Ocean deep water: Implictions for glacial ocean circulation models. Paleoceanography, 8(5), 587-610, doi:10.1029/93PA01291",doi:10.1594/PANGAEA.52605,PANGAEA,NaN,NaN
-50.17,5.76,3793,0.16,8,C10,PS1759_1,0,1,"Cib spp, cib",0,NaN,NaN,NaN,2.71,"Mackensen, Andreas, Hubberten, Hans-Wolfgang, Bickert, Torsten, Fischer, Gerhard, FŸtterer, Dieter K (1993)",052605.txt,NaN,1,S_site_PS1759_1,"Cibicidoides spp., d13C [per mil PDB] (Cibicidoides spp. d13C) * PI: Mackensen, Andreas (URL: http://www.awi.de/People/show?amackens, eMail: andreas.mackensen@awi.de) * METHOD: Mass spectrometer Finnigan MAT 251 * COMMENT: dead","Mackensen, Andreas, Hubberten, Hans-Wolfgang, Bickert, Torsten, Fischer, Gerhard, FŸtterer, Dieter K (1993): (Table 2) Stable carbon isotope ratios of bottom water and benthic foraminifera from surface sediment samples. doi:10.1594/PANGAEA.52605","Mackensen, Andreas, Hubberten, Hans-Wolfgang, Bickert, Torsten, Fischer, Gerhard, FŸtterer, Dieter K (1993): The d13C in benthic foraminiferal tests of Fontbotia wuellerstorfi (Schwager) relative to the d13C of dissolved inoganic carbon in Southern Ocean deep water: Implictions for glacial ocean circulation models. Paleoceanography, 8(5), 587-610, doi:10.1029/93PA01291",doi:10.1594/PANGAEA.52605,PANGAEA,NaN,NaN
-50.16,5.77,3763,0.06,8,C10,PS1654_1,0,1,"Cib spp, cib",0,NaN,NaN,NaN,2.76,"Mackensen, Andreas, Hubberten, Hans-Wolfgang, Bickert, Torsten, Fischer, Gerhard, FŸtterer, Dieter K (1993)",052605.txt,NaN,3,S_site_PS1654_1,"Cibicidoides spp., d13C [per mil PDB] (Cibicidoides spp. d13C) * PI: Mackensen, Andreas (URL: http://www.awi.de/People/show?amackens, eMail: andreas.mackensen@awi.de) * METHOD: Mass spectrometer Finnigan MAT 251 * COMMENT: dead","Mackensen, Andreas, Hubberten, Hans-Wolfgang, Bickert, Torsten, Fischer, Gerhard, FŸtterer, Dieter K (1993): (Table 2) Stable carbon isotope ratios of bottom water and benthic foraminifera from surface sediment samples. doi:10.1594/PANGAEA.52605","Mackensen, Andreas, Hubberten, Hans-Wolfgang, Bickert, Torsten, Fischer, Gerhard, FŸtterer, Dieter K (1993): The d13C in benthic foraminiferal tests of Fontbotia wuellerstorfi (Schwager) relative to the d13C of dissolved inoganic carbon in Southern Ocean deep water: Implictions for glacial ocean circulation models. Paleoceanography, 8(5), 587-610, doi:10.1029/93PA01291",doi:10.1594/PANGAEA.52605,PANGAEA,NaN,NaN
-48.9,6.73,3832,0.16,8,C10,PS1756_6,0,1,"Cib spp, cib",0,NaN,NaN,NaN,3.03,"Mackensen, Andreas, Hubberten, Hans-Wolfgang, Bickert, Torsten, Fischer, Gerhard, FŸtterer, Dieter K (1993)",052605.txt,NaN,3,S_site_PS1756_6_AR,"Cibicidoides spp., d13C [per mil PDB] (Cibicidoides spp. d13C) * PI: Mackensen, Andreas (URL: http://www.awi.de/People/show?amackens, eMail: andreas.mackensen@awi.de) * METHOD: Mass spectrometer Finnigan MAT 251 * COMMENT: dead","Mackensen, Andreas, Hubberten, Hans-Wolfgang, Bickert, Torsten, Fischer, Gerhard, FŸtterer, Dieter K (1993): (Table 2) Stable carbon isotope ratios of bottom water and benthic foraminifera from surface sediment samples. doi:10.1594/PANGAEA.52605","Mackensen, Andreas, Hubberten, Hans-Wolfgang, Bickert, Torsten, Fischer, Gerhard, FŸtterer, Dieter K (1993): The d13C in benthic foraminiferal tests of Fontbotia wuellerstorfi (Schwager) relative to the d13C of dissolved inoganic carbon in Southern Ocean deep water: Implictions for glacial ocean circulation models. Paleoceanography, 8(5), 587-610, doi:10.1029/93PA01291",doi:10.1594/PANGAEA.52605,PANGAEA,NaN,NaN
-47.75,8,2982,0.44,8,C10,PS2085_1,0,0,unassigned,0,NaN,NaN,NaN,2.92,"Mackensen, Andreas, Hubberten, Hans-Wolfgang, Bickert, Torsten, Fischer, Gerhard, FŸtterer, Dieter K (1993)",052605.txt,NaN,1,S_site_PS2085_1,"Cibicidoides spp., d13C [per mil PDB] (Cibicidoides spp. d13C) * PI: Mackensen, Andreas (URL: http://www.awi.de/People/show?amackens, eMail: andreas.mackensen@awi.de) * METHOD: Mass spectrometer Finnigan MAT 251 * COMMENT: live","Mackensen, Andreas, Hubberten, Hans-Wolfgang, Bickert, Torsten, Fischer, Gerhard, FŸtterer, Dieter K (1993): (Table 2) Stable carbon isotope ratios of bottom water and benthic foraminifera from surface sediment samples. doi:10.1594/PANGAEA.52605","Mackensen, Andreas, Hubberten, Hans-Wolfgang, Bickert, Torsten, Fischer, Gerhard, FŸtterer, Dieter K (1993): The d13C in benthic foraminiferal tests of Fontbotia wuellerstorfi (Schwager) relative to the d13C of dissolved inoganic carbon in Southern Ocean deep water: Implictions for glacial ocean circulation models. Paleoceanography, 8(5), 587-610, doi:10.1029/93PA01291",doi:10.1594/PANGAEA.52605,PANGAEA,NaN,NaN
-46.02,96.46,3290,0.17,8,C10,MD88_770,0,2,"Cib.w, wuellerstorfi, CW",0,NaN,NaN,NaN,3.48,"Labeyrie, LD et al. (1996)",052728.txt,NaN,2,S_site_MD88_770,"Cibicidoides wuellerstorfi, d13C [per mil PDB] (C. wuellerstorfi d13C) * PI: Labeyrie, Laurent D (eMail: labeyrie@lsce.cnrs-gif.fr) * METHOD: Mass spectrometer Finnigan MAT 251","Labeyrie, LD et al. (1996): (Table 1) Stable isotope analysis on foraminifera from sediment core MD88-770. doi:10.1594/PANGAEA.52728,",NaN,"doi:10.1594/PANGAEA.52728,",PANGAEA,NaN,NaN
-43.65,51.25,3284,0.22,8,C10,MD73_025,0,0,unassigned,0.02,NaN,NaN,NaN,2.925,Jean-Claude Duplessy,md73-025-tab.txt,NaN,15,S_site_MD73_025,error,NaN,"Duplessy, J.-C. 1996. Quaternary paleoceanography: unpublished stable isotope     records. IGBP PAGES/World Data Center for Paleoclimatology Data Contribution     Series 1996-035. NOAA/NGDC Paleoclimatology Program, Boulder, Colorado, USA.------------------",NaN,NOAA,NaN,NaN
-43.2201,11.7383,4610,0.16667,8,C10,PS2082_1,0,1,"Cib spp, cib",0.026667,NaN,NaN,NaN,2.7967,"Mackensen, A et al. (1994)",050113.txt,NaN,1,S_site_PS2082_1_AR,"Cibicidoides spp., d13C [per mil PDB] (Cibicidoides spp. d13C) * PI: Mackensen, Andreas (URL: http://www.awi.de/People/show?amackens, eMail: andreas.mackensen@awi.de) * METHOD: Mass spectrometer Finnigan MAT 251","Mackensen, A et al. (1994): Table 2. Sediment core PS2082: benthic and planktic foraminiferal d18O and d13C, benthic census and primary productivity. doi:10.1594/PANGAEA.50113,",NaN,"doi:10.1594/PANGAEA.50113,",PANGAEA,NaN,NaN
-43.22,11.76,4611,0.31,8,C10,PS2082_3,0,1,"Cib spp, cib",0,NaN,NaN,NaN,2.8,"Mackensen, Andreas, Hubberten, Hans-Wolfgang, Bickert, Torsten, Fischer, Gerhard, FŸtterer, Dieter K (1993)",052605.txt,NaN,2,S_site_PS2082_3,"Cibicidoides spp., d13C [per mil PDB] (Cibicidoides spp. d13C) * PI: Mackensen, Andreas (URL: http://www.awi.de/People/show?amackens, eMail: andreas.mackensen@awi.de) * METHOD: Mass spectrometer Finnigan MAT 251 * COMMENT: dead","Mackensen, Andreas, Hubberten, Hans-Wolfgang, Bickert, Torsten, Fischer, Gerhard, FŸtterer, Dieter K (1993): (Table 2) Stable carbon isotope ratios of bottom water and benthic foraminifera from surface sediment samples. doi:10.1594/PANGAEA.52605","Mackensen, Andreas, Hubberten, Hans-Wolfgang, Bickert, Torsten, Fischer, Gerhard, FŸtterer, Dieter K (1993): The d13C in benthic foraminiferal tests of Fontbotia wuellerstorfi (Schwager) relative to the d13C of dissolved inoganic carbon in Southern Ocean deep water: Implictions for glacial ocean circulation models. Paleoceanography, 8(5), 587-610, doi:10.1029/93PA01291",doi:10.1594/PANGAEA.52605,PANGAEA,NaN,NaN
-42.7,12.18,4709,-0.315,8,C10,PS1750_7,0,0,unassigned,0,NaN,NaN,NaN,2.645,"Mackensen, Andreas, Hubberten, Hans-Wolfgang, Bickert, Torsten, Fischer, Gerhard, FŸtterer, Dieter K (1993)",052605.txt,NaN,1,S_site_PS1750_7,"Cibicidoides cf. wuellerstorfi, d13C [per mil PDB] (C. cf. wuellerstorfi d13C) * PI: Mackensen, Andreas (URL: http://www.awi.de/People/show?amackens, eMail: andreas.mackensen@awi.de) * METHOD: Mass spectrometer Finnigan MAT 251 * COMMENT: dead","Mackensen, Andreas, Hubberten, Hans-Wolfgang, Bickert, Torsten, Fischer, Gerhard, FŸtterer, Dieter K (1993): (Table 2) Stable carbon isotope ratios of bottom water and benthic foraminifera from surface sediment samples. doi:10.1594/PANGAEA.52605","Mackensen, Andreas, Hubberten, Hans-Wolfgang, Bickert, Torsten, Fischer, Gerhard, FŸtterer, Dieter K (1993): The d13C in benthic foraminiferal tests of Fontbotia wuellerstorfi (Schwager) relative to the d13C of dissolved inoganic carbon in Southern Ocean deep water: Implictions for glacial ocean circulation models. Paleoceanography, 8(5), 587-610, doi:10.1029/93PA01291",doi:10.1594/PANGAEA.52605,PANGAEA,NaN,NaN
-42.7,12.18,4709,-0.315,8,C10,PS1750_7,0,1,"Cib spp, cib",0,NaN,NaN,NaN,2.645,"Mackensen, Andreas, Hubberten, Hans-Wolfgang, Bickert, Torsten, Fischer, Gerhard, FŸtterer, Dieter K (1993)",052605.txt,NaN,1,S_site_PS1750_7,"Cibicidoides spp., d13C [per mil PDB] (Cibicidoides spp. d13C) * PI: Mackensen, Andreas (URL: http://www.awi.de/People/show?amackens, eMail: andreas.mackensen@awi.de) * METHOD: Mass spectrometer Finnigan MAT 251 * COMMENT: dead","Mackensen, Andreas, Hubberten, Hans-Wolfgang, Bickert, Torsten, Fischer, Gerhard, FŸtterer, Dieter K (1993): (Table 2) Stable carbon isotope ratios of bottom water and benthic foraminifera from surface sediment samples. doi:10.1594/PANGAEA.52605","Mackensen, Andreas, Hubberten, Hans-Wolfgang, Bickert, Torsten, Fischer, Gerhard, FŸtterer, Dieter K (1993): The d13C in benthic foraminiferal tests of Fontbotia wuellerstorfi (Schwager) relative to the d13C of dissolved inoganic carbon in Southern Ocean deep water: Implictions for glacial ocean circulation models. Paleoceanography, 8(5), 587-610, doi:10.1029/93PA01291",doi:10.1594/PANGAEA.52605,PANGAEA,NaN,NaN
-41.85,0.09,912,1.2975,8,C10,PS2106_1,0,0,unassigned,0,NaN,NaN,NaN,3.3225,"Mackensen, Andreas, Hubberten, Hans-Wolfgang, Bickert, Torsten, Fischer, Gerhard, FŸtterer, Dieter K (1993)",052605.txt,NaN,1,S_site_PS2106_1,"Cibicidoides cf. wuellerstorfi, d13C [per mil PDB] (C. cf. wuellerstorfi d13C) * PI: Mackensen, Andreas (URL: http://www.awi.de/People/show?amackens, eMail: andreas.mackensen@awi.de) * METHOD: Mass spectrometer Finnigan MAT 251 * COMMENT: dead","Mackensen, Andreas, Hubberten, Hans-Wolfgang, Bickert, Torsten, Fischer, Gerhard, FŸtterer, Dieter K (1993): (Table 2) Stable carbon isotope ratios of bottom water and benthic foraminifera from surface sediment samples. doi:10.1594/PANGAEA.52605","Mackensen, Andreas, Hubberten, Hans-Wolfgang, Bickert, Torsten, Fischer, Gerhard, FŸtterer, Dieter K (1993): The d13C in benthic foraminiferal tests of Fontbotia wuellerstorfi (Schwager) relative to the d13C of dissolved inoganic carbon in Southern Ocean deep water: Implictions for glacial ocean circulation models. Paleoceanography, 8(5), 587-610, doi:10.1029/93PA01291",doi:10.1594/PANGAEA.52605,PANGAEA,NaN,NaN
-41.85,0.09,912,1.2975,8,C10,PS2106_1,0,1,"Cib spp, cib",0,NaN,NaN,NaN,3.3225,"Mackensen, Andreas, Hubberten, Hans-Wolfgang, Bickert, Torsten, Fischer, Gerhard, FŸtterer, Dieter K (1993)",052605.txt,NaN,1,S_site_PS2106_1,"Cibicidoides spp., d13C [per mil PDB] (Cibicidoides spp. d13C) * PI: Mackensen, Andreas (URL: http://www.awi.de/People/show?amackens, eMail: andreas.mackensen@awi.de) * METHOD: Mass spectrometer Finnigan MAT 251 * COMMENT: dead","Mackensen, Andreas, Hubberten, Hans-Wolfgang, Bickert, Torsten, Fischer, Gerhard, FŸtterer, Dieter K (1993): (Table 2) Stable carbon isotope ratios of bottom water and benthic foraminifera from surface sediment samples. doi:10.1594/PANGAEA.52605","Mackensen, Andreas, Hubberten, Hans-Wolfgang, Bickert, Torsten, Fischer, Gerhard, FŸtterer, Dieter K (1993): The d13C in benthic foraminiferal tests of Fontbotia wuellerstorfi (Schwager) relative to the d13C of dissolved inoganic carbon in Southern Ocean deep water: Implictions for glacial ocean circulation models. Paleoceanography, 8(5), 587-610, doi:10.1029/93PA01291",doi:10.1594/PANGAEA.52605,PANGAEA,NaN,NaN
-41.72,13.05,5078,0.47,8,C10,PS2080_1,0,0,unassigned,0,NaN,NaN,NaN,2.74,"Mackensen, Andreas, Hubberten, Hans-Wolfgang, Bickert, Torsten, Fischer, Gerhard, FŸtterer, Dieter K (1993)",052605.txt,NaN,2,S_site_PS2080_1,"Cibicidoides spp., d13C [per mil PDB] (Cibicidoides spp. d13C) * PI: Mackensen, Andreas (URL: http://www.awi.de/People/show?amackens, eMail: andreas.mackensen@awi.de) * METHOD: Mass spectrometer Finnigan MAT 251 * COMMENT: live","Mackensen, Andreas, Hubberten, Hans-Wolfgang, Bickert, Torsten, Fischer, Gerhard, FŸtterer, Dieter K (1993): (Table 2) Stable carbon isotope ratios of bottom water and benthic foraminifera from surface sediment samples. doi:10.1594/PANGAEA.52605","Mackensen, Andreas, Hubberten, Hans-Wolfgang, Bickert, Torsten, Fischer, Gerhard, FŸtterer, Dieter K (1993): The d13C in benthic foraminiferal tests of Fontbotia wuellerstorfi (Schwager) relative to the d13C of dissolved inoganic carbon in Southern Ocean deep water: Implictions for glacial ocean circulation models. Paleoceanography, 8(5), 587-610, doi:10.1029/93PA01291",doi:10.1594/PANGAEA.52605,PANGAEA,NaN,NaN
-41.14,13.48,2086,0.37,8,C10,PS2076_1,0,0,unassigned,0,NaN,NaN,NaN,3.5325,"Mackensen, Andreas, Hubberten, Hans-Wolfgang, Bickert, Torsten, Fischer, Gerhard, FŸtterer, Dieter K (1993)",052605.txt,NaN,1,S_site_PS2076_1,"Cibicidoides spp., d13C [per mil PDB] (Cibicidoides spp. d13C) * PI: Mackensen, Andreas (URL: http://www.awi.de/People/show?amackens, eMail: andreas.mackensen@awi.de) * METHOD: Mass spectrometer Finnigan MAT 251 * COMMENT: live","Mackensen, Andreas, Hubberten, Hans-Wolfgang, Bickert, Torsten, Fischer, Gerhard, FŸtterer, Dieter K (1993): (Table 2) Stable carbon isotope ratios of bottom water and benthic foraminifera from surface sediment samples. doi:10.1594/PANGAEA.52605","Mackensen, Andreas, Hubberten, Hans-Wolfgang, Bickert, Torsten, Fischer, Gerhard, FŸtterer, Dieter K (1993): The d13C in benthic foraminiferal tests of Fontbotia wuellerstorfi (Schwager) relative to the d13C of dissolved inoganic carbon in Southern Ocean deep water: Implictions for glacial ocean circulation models. Paleoceanography, 8(5), 587-610, doi:10.1029/93PA01291",doi:10.1594/PANGAEA.52605,PANGAEA,NaN,NaN
-41.14,13.48,2086,0.365,8,C10,PS2076_1,0,0,unassigned,0,NaN,NaN,NaN,3.5325,"Mackensen, Andreas, Hubberten, Hans-Wolfgang, Bickert, Torsten, Fischer, Gerhard, FŸtterer, Dieter K (1993)",052605.txt,NaN,1,S_site_PS2076_1,"Cibicidoides cf. wuellerstorfi, d13C [per mil PDB] (C. cf. wuellerstorfi d13C) * PI: Mackensen, Andreas (URL: http://www.awi.de/People/show?amackens, eMail: andreas.mackensen@awi.de) * METHOD: Mass spectrometer Finnigan MAT 251 * COMMENT: dead","Mackensen, Andreas, Hubberten, Hans-Wolfgang, Bickert, Torsten, Fischer, Gerhard, FŸtterer, Dieter K (1993): (Table 2) Stable carbon isotope ratios of bottom water and benthic foraminifera from surface sediment samples. doi:10.1594/PANGAEA.52605","Mackensen, Andreas, Hubberten, Hans-Wolfgang, Bickert, Torsten, Fischer, Gerhard, FŸtterer, Dieter K (1993): The d13C in benthic foraminiferal tests of Fontbotia wuellerstorfi (Schwager) relative to the d13C of dissolved inoganic carbon in Southern Ocean deep water: Implictions for glacial ocean circulation models. Paleoceanography, 8(5), 587-610, doi:10.1029/93PA01291",doi:10.1594/PANGAEA.52605,PANGAEA,NaN,NaN
-41.14,13.48,2086,0.365,8,C10,PS2076_1,0,1,"Cib spp, cib",0,NaN,NaN,NaN,3.5325,"Mackensen, Andreas, Hubberten, Hans-Wolfgang, Bickert, Torsten, Fischer, Gerhard, FŸtterer, Dieter K (1993)",052605.txt,NaN,1,S_site_PS2076_1,"Cibicidoides spp., d13C [per mil PDB] (Cibicidoides spp. d13C) * PI: Mackensen, Andreas (URL: http://www.awi.de/People/show?amackens, eMail: andreas.mackensen@awi.de) * METHOD: Mass spectrometer Finnigan MAT 251 * COMMENT: dead","Mackensen, Andreas, Hubberten, Hans-Wolfgang, Bickert, Torsten, Fischer, Gerhard, FŸtterer, Dieter K (1993): (Table 2) Stable carbon isotope ratios of bottom water and benthic foraminifera from surface sediment samples. doi:10.1594/PANGAEA.52605","Mackensen, Andreas, Hubberten, Hans-Wolfgang, Bickert, Torsten, Fischer, Gerhard, FŸtterer, Dieter K (1993): The d13C in benthic foraminiferal tests of Fontbotia wuellerstorfi (Schwager) relative to the d13C of dissolved inoganic carbon in Southern Ocean deep water: Implictions for glacial ocean circulation models. Paleoceanography, 8(5), 587-610, doi:10.1029/93PA01291",doi:10.1594/PANGAEA.52605,PANGAEA,NaN,NaN
-39.84,1.03,4920,0.1,8,C10,PS2108_1,0,1,"Cib spp, cib",0,NaN,NaN,NaN,3.06,"Mackensen, Andreas, Hubberten, Hans-Wolfgang, Bickert, Torsten, Fischer, Gerhard, FŸtterer, Dieter K (1993)",052605.txt,NaN,2,S_site_PS2108_1,"Cibicidoides spp., d13C [per mil PDB] (Cibicidoides spp. d13C) * PI: Mackensen, Andreas (URL: http://www.awi.de/People/show?amackens, eMail: andreas.mackensen@awi.de) * METHOD: Mass spectrometer Finnigan MAT 251 * COMMENT: dead","Mackensen, Andreas, Hubberten, Hans-Wolfgang, Bickert, Torsten, Fischer, Gerhard, FŸtterer, Dieter K (1993): (Table 2) Stable carbon isotope ratios of bottom water and benthic foraminifera from surface sediment samples. doi:10.1594/PANGAEA.52605","Mackensen, Andreas, Hubberten, Hans-Wolfgang, Bickert, Torsten, Fischer, Gerhard, FŸtterer, Dieter K (1993): The d13C in benthic foraminiferal tests of Fontbotia wuellerstorfi (Schwager) relative to the d13C of dissolved inoganic carbon in Southern Ocean deep water: Implictions for glacial ocean circulation models. Paleoceanography, 8(5), 587-610, doi:10.1029/93PA01291",doi:10.1594/PANGAEA.52605,PANGAEA,NaN,NaN
-39.59,14.57,4692,-0.09,8,C10,PS2073_1,0,0,unassigned,0,NaN,NaN,NaN,3.64,"Mackensen, Andreas, Hubberten, Hans-Wolfgang, Bickert, Torsten, Fischer, Gerhard, FŸtterer, Dieter K (1993)",052605.txt,NaN,2,S_site_PS2073_1,"Cibicidoides cf. wuellerstorfi, d13C [per mil PDB] (C. cf. wuellerstorfi d13C) * PI: Mackensen, Andreas (URL: http://www.awi.de/People/show?amackens, eMail: andreas.mackensen@awi.de) * METHOD: Mass spectrometer Finnigan MAT 251 * COMMENT: dead","Mackensen, Andreas, Hubberten, Hans-Wolfgang, Bickert, Torsten, Fischer, Gerhard, FŸtterer, Dieter K (1993): (Table 2) Stable carbon isotope ratios of bottom water and benthic foraminifera from surface sediment samples. doi:10.1594/PANGAEA.52605","Mackensen, Andreas, Hubberten, Hans-Wolfgang, Bickert, Torsten, Fischer, Gerhard, FŸtterer, Dieter K (1993): The d13C in benthic foraminiferal tests of Fontbotia wuellerstorfi (Schwager) relative to the d13C of dissolved inoganic carbon in Southern Ocean deep water: Implictions for glacial ocean circulation models. Paleoceanography, 8(5), 587-610, doi:10.1029/93PA01291",doi:10.1594/PANGAEA.52605,PANGAEA,NaN,NaN
-35,3.17,5035,0.25,8,C10,PS2109_3,0,1,"Cib spp, cib",0,NaN,NaN,NaN,2.87,"Mackensen, Andreas, Hubberten, Hans-Wolfgang, Bickert, Torsten, Fischer, Gerhard, FŸtterer, Dieter K (1993)",052605.txt,NaN,1,S_site_PS2109_3,"Cibicidoides spp., d13C [per mil PDB] (Cibicidoides spp. d13C) * PI: Mackensen, Andreas (URL: http://www.awi.de/People/show?amackens, eMail: andreas.mackensen@awi.de) * METHOD: Mass spectrometer Finnigan MAT 251 * COMMENT: dead","Mackensen, Andreas, Hubberten, Hans-Wolfgang, Bickert, Torsten, Fischer, Gerhard, FŸtterer, Dieter K (1993): (Table 2) Stable carbon isotope ratios of bottom water and benthic foraminifera from surface sediment samples. doi:10.1594/PANGAEA.52605","Mackensen, Andreas, Hubberten, Hans-Wolfgang, Bickert, Torsten, Fischer, Gerhard, FŸtterer, Dieter K (1993): The d13C in benthic foraminiferal tests of Fontbotia wuellerstorfi (Schwager) relative to the d13C of dissolved inoganic carbon in Southern Ocean deep water: Implictions for glacial ocean circulation models. Paleoceanography, 8(5), 587-610, doi:10.1029/93PA01291",doi:10.1594/PANGAEA.52605,PANGAEA,NaN,NaN
-31.79,15.5,1508,0.57,8,C10,GeoB3604_1,0,4,"lobatulus, Cibicidoides lobatulus",0,NaN,NaN,NaN,NaN,"Licari, Laetitia, Mackensen, Andreas (2006)",536362.txt,NaN,3,S_site_GeoB3604_1,"Cibicides lobatulus, d13C [per mil PDB] (C. lobatulus d13C) * PI: Mackensen, Andreas (URL: http://www.awi.de/People/show?amackens, eMail: andreas.mackensen@awi.de) * METHOD: Isotope ratio mass spectrometry (URI: http://en.wikipedia.org/wiki/Isotope_ratio_mass_spectrometry)","Licari, Laetitia, Mackensen, Andreas (2006): Mean delta 13C of Cibicidoides pachyderma and Cibicides lobatulus in surface sediment (Table 5). doi:10.1594/PANGAEA.536362","Licari, Laetitia, Mackensen, Andreas: Vertical sediment occupancy by benthic foraminifera between 3¡N and 32¡S off West Africa and paleoceanographic implications. Deep Sea Research Part I: Oceanographic Research Papers, submitted",doi:10.1594/PANGAEA.536362,PANGAEA,NaN,NaN
-31.66,-29.66,3436,0.43,8,C10,GeoB1312_2,0,2,"Cib.w, wuellerstorfi, CW",0.055,NaN,NaN,NaN,3.544,"Hale, W, Pflaumann, U (1999)",140013.txt,NaN,3,S_site_GeoB1312_2,"Cibicidoides wuellerstorfi, d13C [per mil PDB] (C. wuellerstorfi d13C) * PI: Hale, Walter (eMail: whale@uni-bremen.de) * METHOD: Mass spectrometer Finnigan MAT 251","Hale, W, Pflaumann, U (1999): Stable isotope measurements on sediment core GeoB1312-2. doi:10.1594/PANGAEA.140013,",NaN,"doi:10.1594/PANGAEA.140013,",PANGAEA,NaN,NaN
-28.36,-105.36,3424,0.14,8,C10,GIK17304_1,0,2,"Cib.w, wuellerstorfi, CW",0.005,NaN,NaN,NaN,3.9,"Winn, Kyaw (2013)",811695.txt,Typical Glacial-Interglacial fluctuations or peaks were not observed in the isotope curves.,1,S_site_GIK17304_1,"Cibicides wuellerstorfi, d13C [per mil PDB] (C. wuellerstorfi d13C) * PI: Winn, Kyaw (eMail: k_winn@web.de) * METHOD: Isotope ratio mass spectrometry (URI: http://en.wikipedia.org/wiki/Isotope_ratio_mass_spectrometry) * COMMENT: dextral","Winn, Kyaw (2013): Carbon and oxygen isotope measurements on Globorotalia inflata, Globigerinoides ruber white, Cibicides wuellerstorfi (sinistral and dextral) in southeast Pacific core SO65-5KL. doi:10.1594/PANGAEA.811695",NaN,doi:10.1594/PANGAEA.811695,PANGAEA,NaN,NaN
-28.36,-105.36,3424,0.3,8,C10,GIK17304_2,0,2,"Cib.w, wuellerstorfi, CW",0.05,NaN,NaN,NaN,3.6475,"Winn, Kyaw (2013)",811699.txt,Typical Glacial-Interglacial fluctuations or peaks were not observed in the isotope curves.,1,S_site_GIK17304_2,"Cibicides wuellerstorfi, d13C [per mil PDB] (C. wuellerstorfi d13C) * PI: Winn, Kyaw (eMail: k_winn@web.de) * METHOD: Isotope ratio mass spectrometry (URI: http://en.wikipedia.org/wiki/Isotope_ratio_mass_spectrometry) * COMMENT: dextral","Winn, Kyaw (2013): Carbon and oxygen isotope measurements on Globorotalia inflata, Globigerinoides ruber white, Cibicides wuellerstorfi (sinistral and dextral) in southeast Pacific core SO 65-6 KG. doi:10.1594/PANGAEA.811699",NaN,doi:10.1594/PANGAEA.811699,PANGAEA,NaN,NaN
